运单号,线路类型,是否c2c,是否生鲜妥投及时,保价金额,始发城市,目的城市,寄件人id,收件人id,寄件是否内部,配送超时时长,异常原因,进线渠道,妥投到进线时长,索赔金额,商品类型,新旧程度,寄件B/C,进线人身份,始发网点发单量,始发网点万单理赔率,始发网点赔付比例,目的网点发单量,目的网点万单理赔率,目的网点赔付比例,异常原因_编码,进线渠道_编码,商品类型_编码,进线人身份_编码,妥投到进线时长_分桶,是否生鲜商品,生鲜妥投组合类别_编码,始发城市_风险特征,目的城市_风险特征,寄件人_风险特征,收件人_风险特征,始发城市_风险标注均值,目的城市_风险标注均值,寄件人_风险标注均值,收件人_风险标注均值
1199,5,1,0,1.129,188,236,213724,95997,-1,427750,未知,Vendor Consultation,240590,102.78,Electronic Product,-1,C,Unknown,85987,0.911231,0.988569,907365,0.0,0.887893,0,6,6,3,4,0,2,47.62317230513968,72.08983224663325,3.844331726792426,17.355049982764562,0.2051282051282051,0.2608695652173913,0.0,2.0
1200,2,1,0,40.927,146,234,227346,300000,-1,427864,Damage,Call,13835634,2825.84,Jewelry,0,C,Consigner,59689088,16.95423,0.987918,30878733,25.97983,0.970126,1,0,12,0,6,0,2,75.50373567911244,23.788597837309357,93.95808297694902,163.30068855149273,0.3,0.1052631578947368,0.2585987261146497,0.5474358974358975
1201,2,0,0,27.126,100,137,177391,404916,-1,118352,Damage,Call,484416,329.71,Hardware,0,C,Consigner,92648,138.5216,0.999829,643298,12.57041,0.967807,1,0,9,0,5,0,2,57.27817095022288,40.54514853954838,0.0,15.140981238789715,0.1162790697674418,0.1012658227848101,0.0,0.0
1202,2,0,0,115.282,10,3,216664,24772,-1,31849,Suspected Lost,Internal Software,-81390,672.21,Dried Groceries,0,C,Consigner,735759,10.7281,0.913163,479880,5.016431,0.933079,5,2,5,0,0,0,2,75.08706991822723,63.81099393925928,0.0,3.620942108179686,0.0952380952380952,0.1170212765957446,0.0,0.0
1203,3,1,1,4.316,187,187,77067,429020,-1,-59717,未知,Internal Software,-51814,415.01,Dried Groceries,1,C,Receiver,910148,0.0,0.999594,1332256,0.0,0.996787,0,2,5,1,0,0,2,50.57901513935886,71.38613126413931,7.776199004580669,0.0,0.1261261261261261,0.1777777777777777,0.0,0.0
1204,2,0,0,121.292,60,110,58535,454134,-1,-834,未知,Call,80211,730.46,Furniture,0,Not Known,Consigner,103716,29.54941,0.917336,496468,9.615101,0.99652,0,0,8,0,2,0,2,66.28701118831259,63.258594293395895,,4.55150127433663,0.0666666666666666,0.1219512195121951,,0.0
1205,2,0,0,117.281,248,144,227346,300000,-1,172827,未知,Call,563000000,4341.45,Miscellaneous Goods,0,C,Staff,1130902,12.36616,0.992768,4175834,0.0,0.907889,0,0,14,2,6,0,2,52.4860542706416,181.3163918567093,93.95808297694902,163.30068855149273,0.3333333333333333,0.2727272727272727,0.2585987261146497,0.5474358974358975
1206,2,0,0,0.0,2,93,214156,276439,-1,427806,未知,Call,782042,278.03,Household Goods,0,B,Consigner,2624,32.84682,0.97054,534830,44.86137,0.985907,0,0,11,0,6,0,2,56.04468495785089,41.18230514125912,3.996399589610633,181.62512753641624,0.0935960591133004,0.0357142857142857,0.0,0.0
1207,2,0,0,399.199,303,329,187135,307,-1,427864,未知,Call,1693153,440.12,Miscellaneous Goods,-1,Not Known,Consigner,144816,74.72209,0.986001,210566,3.230721,0.969521,0,0,14,0,6,0,2,3.992108050079065,50.90380172087939,0.0,0.0,0.0,0.5,0.0,0.0
1208,2,1,0,199.478,13,133,122233,137165,-1,-94184,未知,Call,-27109,1475.85,Hardware,-1,B,Consigner,454285,45.0825,0.996742,298314,6.437755,0.953617,0,0,9,0,0,0,2,117.72169897217258,67.74347839244929,0.0,,0.2748538011695906,0.1929824561403508,0.0,
1209,2,0,0,1400.216,25,3,188740,259197,-1,427846,未知,Internal Software,565928,389.29,Miscellaneous Goods,-1,C,Consigner,207195,115.0659,0.991661,382160,10.89502,0.975595,0,2,14,0,5,0,2,88.8237010925776,63.81099393925928,0.0,20.05327284962963,0.1843137254901961,0.1170212765957446,0.0,0.5
1210,2,0,0,167.575,197,272,215014,21631,-1,427863,Pickup Error,Call,1147482,1989.34,Pharmaceuticals,1,B,Consigner,29851,91.85311,0.995977,142144,25.89827,0.951484,3,0,15,0,6,0,2,69.0135805405548,13.424800452724666,381.05443155452434,0.0,0.1162790697674418,0.0625,0.0,0.0
1211,2,0,0,7.866,42,164,41311,253691,-1,148694,Pickup Error,Vendor Consultation,188758,1108.52,Alcohol,-1,B,Receiver,66434,1.466283,0.909811,237745,41.24958,0.920189,3,6,0,1,4,0,2,106.19017586084024,49.08316346381199,8.03278016799836,7.040462475611368,0.145631067961165,0.1458333333333333,0.0,0.3333333333333333
1212,2,0,0,128.174,100,178,227346,61821,-1,427863,未知,Call,632750,164.43,Dried Groceries,-1,B,Consigner,639713,5.645794,0.998263,1617735,0.0,0.947205,0,0,5,0,6,0,2,57.27817095022288,75.72709977879157,93.95808297694902,37.50837831073215,0.1162790697674418,0.2073170731707317,0.2585987261146497,0.75
1213,2,0,0,643.97,145,13,189807,119674,-1,-24501,未知,Call,84091,450.26,Hardware,-1,B,Consigner,369806,1.923859,0.71672,162687,5.672685,0.970099,0,0,9,0,2,0,2,69.30729146363558,58.69138621086622,0.0,1.1332119840747614,0.1590909090909091,0.0909090909090909,0.0,0.0
1214,2,1,0,11.59,42,42,211749,108421,1,427857,Pickup Error,Vendor Consultation,1486102,124.34,Alcohol,-1,B,Consigner,138904,13.83284,0.999733,148688,5.95265,0.921622,3,6,0,0,6,0,2,106.19017586084024,47.89018349830656,4.061706220573701,0.0,0.145631067961165,0.0571428571428571,0.0,0.0
1215,2,0,0,183.402,132,221,98687,43727,-1,427826,Suspected Lost,Call,445806,146.39,Alcohol,0,C,Consigner,222170,4.317219,0.997047,389385,4.417586,0.984393,5,0,0,0,5,0,2,52.70819341651338,124.92080405843552,4.206248391304647,,0.2071428571428571,0.3333333333333333,0.6666666666666666,
1216,2,1,0,145.778,89,178,210524,142661,-1,88821,Suspected Lost,Call,462236,2042.9,Hardware,-1,C,Receiver,138232,22.3821,0.966069,1018905,19.63366,0.981405,5,0,9,1,5,0,2,56.62852339692903,75.72709977879157,0.0,12.859482563481178,0.1,0.2073170731707317,0.0,0.0
1217,2,0,0,336.509,190,178,183770,447743,-1,427864,未知,Call,2275907,472.62,Pharmaceuticals,0,B,Consigner,39630,80.93296,0.998807,244926,11.78401,0.96452,0,0,15,0,6,0,2,73.48402451815683,75.72709977879157,31.96586256443485,170.51061937684312,0.1560693641618497,0.2073170731707317,0.6,1.0
1218,2,0,0,110.331,7,13,23605,373366,-1,427810,未知,Internal Software,52729,289.07,Furniture,1,B,Consigner,273396,25.16445,0.978506,111574,41.05739,0.932082,0,2,8,0,2,0,2,41.37467782828752,58.69138621086622,32.26880053668856,108.26780883678992,0.0597014925373134,0.0909090909090909,0.375,0.0
1219,2,1,0,162.264,187,140,202248,203883,-1,427863,Suspected Lost,Mini Program,-57532,1090.78,Jewelry,0,C,Receiver,759,13.91081,0.99887,696151,4.273167,0.984363,5,4,12,1,0,0,2,50.57901513935886,32.04443699722811,7.831567858605958,13.249766997392728,0.1261261261261261,0.1515151515151515,0.0,0.0
1220,2,0,0,13.494,151,151,51495,12636,-1,427830,未知,Vendor Consultation,406569,595.0,Miscellaneous Goods,-1,B,Consigner,913059,77.5967,0.966017,1076247,9.105487,0.990516,0,6,14,0,5,0,2,55.000321274151965,62.91307713975876,10.700341514545078,50.64615254801177,0.0828402366863905,0.1176470588235294,0.0,0.0
1221,2,1,0,176.255,146,263,54480,300000,-1,427864,未知,Call,248000000,3969.62,Alcohol,-1,Not Known,Receiver,61651,0.0,0.967793,842078,124.6338,0.920968,0,0,0,1,6,0,2,75.50373567911244,50.74917507594517,86.15897645078165,163.30068855149273,0.3,0.0,0.3478260869565217,0.5474358974358975
1222,2,0,0,115.965,151,168,224819,144700,-1,427850,未知,Call,-11735,1201.32,Miscellaneous Goods,-1,B,Receiver,13323,3.177413,0.997687,192941,29.4865,0.983393,0,0,14,1,0,0,2,55.000321274151965,122.833580311983,0.0,,0.0828402366863905,0.2608695652173913,0.0,
1223,2,0,0,128.525,42,1,31675,137577,-1,36222,Pickup Error,Call,378832,1267.54,Appliances,-1,B,Consigner,17649,19.2898,0.996486,180531,37.36715,0.95428,3,0,2,0,5,0,2,106.19017586084024,69.89628878079544,0.0,60.506461165695335,0.145631067961165,0.12,0.0,0.0
1224,2,1,0,72.504,56,319,4459,56026,-1,427792,未知,Call,1248080,142.54,Alcohol,-1,Not Known,Receiver,149382,60.57412,0.974052,133840,27.15088,0.981182,0,0,0,1,6,0,2,56.811578165689504,150.86048986331326,0.0,11.451351092199827,0.0833333333333333,0.275,0.0,0.0
1225,2,0,0,876.583,98,90,97849,405918,-1,427844,未知,Call,517816,967.96,Dried Groceries,0,C,Consigner,78487,0.138908,0.920274,127013,6.365547,0.996965,0,0,5,0,5,0,2,53.41855203788262,48.608787432873726,510.55,0.8970916805110853,0.1363636363636363,0.1724137931034483,2.0,0.0
1226,3,0,1,237.464,25,221,227346,76359,-1,427863,Suspected Lost,Call,345578,114.06,Dried Groceries,0,C,Consigner,677765,0.31997,0.987932,578853,0.0,0.866199,5,0,5,0,5,0,2,88.8237010925776,124.92080405843552,93.95808297694902,1.8341833939939869,0.1843137254901961,0.3333333333333333,0.2585987261146497,0.0
1227,2,1,0,19.286,151,164,183889,152062,-1,427864,Damage,Call,154328,231.74,Documents & Bills,-1,C,Consigner,49862,0.0,0.940032,748105,2.181844,0.8948,1,0,4,0,3,0,2,55.000321274151965,49.08316346381199,83.80393880479427,53.52688539981633,0.0828402366863905,0.1458333333333333,0.2442307692307692,0.0
1228,2,0,1,0.0,278,205,21593,341476,-1,427861,Damage,Call,-35376,398.36,Miscellaneous Goods,0,Not Known,Receiver,1529255,8.21696,0.943891,622381,0.0,0.984191,1,0,14,1,0,0,2,86.14768587401899,0.0,105.54084739155029,0.0,0.2307692307692307,0.0,0.0,0.0
1229,2,0,0,51.534,146,190,65880,51341,-1,427757,未知,Call,651539,150.68,Electronic Product,-1,B,Consigner,85443,13.64799,0.984177,112873,48.30943,0.991432,0,0,6,0,6,0,2,75.50373567911244,47.29286625931772,8.263119637255766,0.3842779251707786,0.3,0.1052631578947368,0.25,0.0
1230,5,1,0,933.637,8,189,90038,195459,-1,-43274,Damage,Internal Software,-67443,3844.3,Hardware,-1,C,Consigner,52368,5.792133,0.97785,647460,20.61431,0.973237,1,2,9,0,0,0,2,53.4968995680882,58.29261195317029,,32.01793721973094,0.12,0.1521739130434782,,0.0
1231,2,0,0,202.067,2,33,198839,86981,-1,5928,未知,Call,-44440,112.44,Hardware,-1,B,Consigner,43390,11.28293,1.0,107305,33.61261,0.954506,0,0,9,0,0,0,2,56.04468495785089,36.78825873504067,27.628725793632352,0.0,0.0935960591133004,0.3225806451612903,0.0,0.0
1232,2,0,0,812.246,3,128,183889,18077,-1,72938,Suspected Lost,Vendor Consultation,-18332,100.54,Hardware,-1,Not Known,Consigner,703072,71.41761,0.981395,75905,89.74278,0.968946,5,6,9,0,0,0,2,41.966021036266106,33.50686422306136,83.80393880479427,0.0,0.1538461538461538,0.1428571428571428,0.2442307692307692,0.0
1233,2,1,1,28.27,101,99,226558,164838,-1,427862,Pickup Error,Internal Software,-80761,304.64,Pharmaceuticals,0,Not Known,Consigner,852626,1.917566,0.96634,400640,3.253902,0.953227,3,2,15,0,0,0,2,94.6704948186992,39.75074374258253,99.90502183659396,51.59107642528012,0.2333333333333333,0.1505376344086021,0.2,0.5
1234,2,0,0,74.77,143,9,215974,290447,-1,427770,未知,Call,-4552,524.81,Miscellaneous Goods,0,B,Receiver,154621,70.56247,0.96376,333192,19.31086,0.942552,0,0,14,1,0,0,2,38.45695991907031,48.86197232263893,81.4699013359998,0.0,0.1136363636363636,0.5555555555555556,0.4375,0.0
1235,2,0,0,401.905,25,43,78045,425907,-1,-74902,Pickup Error,Call,360047,487.5,"Apparel, Footwear & Accessories",-1,B,Unknown,605548,3.280636,0.94185,76760,8.145825,0.967253,3,0,1,3,5,0,2,88.8237010925776,47.014223570793376,2.344434611814984,32.83139632811184,0.1843137254901961,0.1428571428571428,1.0,0.0
1236,2,0,0,7.849,100,295,210398,325776,-1,427864,Pickup Error,Call,-46627,776.86,Miscellaneous Goods,-1,B,Consigner,21558,118.3546,0.985254,186924,19.14905,0.999364,3,0,14,0,0,0,2,57.27817095022288,3.2504961276045585,0.0,0.0,0.1162790697674418,0.0,0.0,0.0
1237,2,0,0,23.32,3,222,15877,345248,-1,427698,Pickup Error,Call,2209071,143.48,Miscellaneous Goods,0,B,Receiver,1291753,1.030332,0.992221,354260,84.34719,0.937827,3,0,14,1,6,0,2,41.966021036266106,77.81584876066215,46.97040480882532,19.950315514615216,0.1538461538461538,0.1598173515981735,0.1827956989247312,0.0
1238,2,1,0,101.409,167,179,193650,112584,-1,427863,未知,Mini Program,388723,134.7,Documents & Bills,-1,C,Receiver,263833,30.68869,0.988201,1108399,3.977714,0.971236,0,4,4,1,5,0,2,58.72738978596847,49.485349035609424,48.10227495989376,,0.3636363636363636,0.17578125,0.25,
1239,2,0,1,0.0,140,74,214288,223860,-1,427739,Suspected Lost,Call,1576580,110.55,Miscellaneous Goods,0,B,Receiver,774566,8.877228,0.964918,316549,0.0,0.981756,5,0,14,1,6,0,2,162.4044975941189,4.030065568527107,792.91,15.167858996406204,0.2,1.0,0.0,0.0
1240,2,0,1,200.49,162,21,223752,300000,-1,427864,Pickup Error,Vendor Consultation,577000000,2725.46,Fresh,0,Not Known,Consigner,58605642,9.861902,0.998716,73757351,13.65032,0.934282,3,6,7,0,6,1,0,85.80271992814488,34.92133679953262,247.3830924887306,163.30068855149273,0.2352941176470588,0.2727272727272727,0.3902439024390244,0.5474358974358975
1241,2,1,0,149.472,8,29,186055,219243,-1,71861,Damage,Call,869638,1182.22,Hardware,0,C,Consigner,30258,21.28559,0.997493,723135,8.817119,0.98038,1,0,9,0,6,0,2,53.4968995680882,30.86500720980986,0.0,0.0,0.12,0.0,0.0,0.0
1242,3,0,0,61.37,55,197,36755,151924,-1,-10755,Pickup Error,Internal Software,-65325,116.14,Household Goods,-1,C,Consigner,2079536,0.0,0.832275,761152,0.002117,0.97201,3,2,11,0,0,0,2,35.60364621033194,63.769979151069016,,,0.1212121212121212,0.208955223880597,,
1243,3,0,0,37.752,32,107,210536,183981,-1,427847,Pickup Error,Internal Software,6001,197.21,Beauty & Daily Essentials,-1,B,Consigner,142394,56.56054,0.999111,852376,1.727448,0.93905,3,2,3,0,2,0,2,57.76408111082597,103.77469026595364,0.0,0.0,0.1666666666666666,0.1846153846153846,0.0,0.0
1244,2,1,0,169.373,13,142,140303,165548,-1,-152287,未知,Call,-64041,324.54,Beauty & Daily Essentials,-1,B,Receiver,132,26.8332,0.998939,971793,16.05977,0.92989,0,0,3,1,0,0,2,117.72169897217258,32.47128749327333,0.526786445018944,68.24280163047327,0.2748538011695906,0.0833333333333333,0.0,0.25
1245,2,1,0,87.268,0,319,206325,170389,-1,427859,Damage,Internal Software,931821,1155.51,Beauty & Daily Essentials,-1,B,Consigner,17509,56.55932,0.993641,1129,156.8619,0.99891,1,2,3,0,6,0,2,57.22795965470159,150.86048986331326,136.1021352810473,1.7249309519454428,0.1678082191780822,0.275,0.4,0.0
1246,2,0,0,891.649,132,277,143030,427395,-1,427839,Pickup Error,Internal Software,63394,2583.19,Pharmaceuticals,0,C,Staff,41799,30.59375,0.989144,35792,26.1488,0.993824,3,2,15,2,2,0,2,52.70819341651338,112.550724583876,,0.0,0.2071428571428571,0.0769230769230769,,0.0
1247,2,1,0,252.127,222,3,212637,53949,-1,427745,未知,Internal Software,-45771,297.59,Miscellaneous Goods,0,Not Known,Unknown,1049239,52.49909,0.990102,274356,5.56052,0.939445,0,2,14,3,0,0,2,44.00935888510234,63.81099393925928,367.4191677341794,28.729263761692145,0.173469387755102,0.1170212765957446,0.3809523809523809,0.0
1248,2,0,0,8.496,151,268,189807,250717,-1,427862,未知,Call,430398,901.36,Jewelry,0,Not Known,Receiver,405777,20.08373,0.977721,99984,117.019,0.959503,0,0,12,1,5,0,2,55.000321274151965,130.15540902762945,0.0,3.252107276373005,0.0828402366863905,0.2727272727272727,0.0,1.0
1249,2,0,0,24.517,102,178,10167,112637,-1,427862,Damage,Call,174623,290.31,Beauty & Daily Essentials,0,C,Staff,394921,33.75942,0.947854,401851,8.939229,0.963023,1,0,3,2,4,0,2,84.99396693620673,75.72709977879157,347.94,7.966932371912233,0.1518987341772152,0.2073170731707317,0.0,0.0
1250,2,1,0,555.981,0,4,93355,334004,-1,427761,未知,Call,-42464,568.87,Miscellaneous Goods,0,B,Consigner,231871,0.95272,0.947217,615001,1.572382,0.990161,0,0,14,0,0,0,2,57.22795965470159,81.2740685764068,2.7815951011409306,65.99531150667515,0.1678082191780822,0.2439024390243902,0.0,0.0
1251,2,0,0,20.081,100,124,174723,280152,-1,427864,Damage,Call,1448265,207.15,Jewelry,0,C,Consigner,717045,5.483506,0.98216,107967,2.98898,0.973512,1,0,12,0,6,0,2,57.27817095022288,314.8009828592744,3.587978775800976,1.3101127668476025,0.1162790697674418,0.25,0.6666666666666666,0.0
1252,2,0,0,492.244,92,106,102309,385250,-1,427827,未知,Mini Program,-53055,2075.6,Jewelry,0,B,Receiver,1616,12.56925,0.969638,421364,24.02194,0.942254,0,4,12,1,0,0,2,81.28282427291707,49.82089121674756,43.21398432790838,22.40074377636969,0.3529411764705882,0.1538461538461538,1.0,0.0
1253,2,0,0,88.304,268,3,212182,334004,-1,38855,Pickup Error,Call,281505,1401.34,Appliances,0,C,Receiver,26147,13.15031,0.977731,172539,28.89882,0.995048,3,0,2,1,5,0,2,96.84596855953218,63.81099393925928,62.71522772083796,65.99531150667515,0.1823899371069182,0.1170212765957446,0.5833333333333334,0.0
1254,2,0,0,83.973,13,192,193375,305734,-1,-138595,未知,Call,108221,251.86,Hardware,0,B,Receiver,433441,3.065929,0.865541,57372,2.146453,0.976914,0,0,9,1,3,0,2,117.72169897217258,82.7288345540081,221.39184031958067,9.846528723861423,0.2748538011695906,0.1,0.4545454545454545,0.0
1255,2,0,0,505.822,190,198,146589,105238,-1,427860,未知,Internal Software,-61709,486.26,Miscellaneous Goods,1,C,Consigner,328555,0.240361,0.993965,346643,14.18307,0.967461,0,2,14,0,0,0,2,73.48402451815683,27.951849133840675,0.7021528505602325,334.87613829823005,0.1560693641618497,0.09375,0.0,0.0
1256,2,1,0,41.767,302,133,138473,22402,-1,427567,Pickup Error,Call,50432,382.86,Electronic Product,0,B,Receiver,512567,12.53145,0.96333,315892,3.481729,0.922055,3,0,6,1,2,0,2,36.15561962809524,67.74347839244929,6.860430840339107,2.7617517986277904,0.0434782608695652,0.1929824561403508,0.0,0.25
1257,2,0,0,18.187,100,88,193886,26942,-1,427835,Damage,Call,554104,1750.16,Jewelry,0,B,Receiver,1726088,22.20774,0.982293,630495,4.117212,0.992783,1,0,12,1,5,0,2,57.27817095022288,79.74310528281981,183.07850421942743,3.245785895751148,0.1162790697674418,0.2061855670103092,0.2535211267605634,0.0
1258,2,0,1,23.011,3,128,13070,81033,-1,427850,Pickup Error,Call,-74741,764.52,Household Goods,-1,B,Receiver,344949,67.1404,0.98105,104058,35.08844,0.97905,3,0,11,1,0,0,2,41.966021036266106,33.50686422306136,33.15735296063131,128.1095406360424,0.1538461538461538,0.1428571428571428,0.0,0.0
1259,2,0,0,116.404,291,307,183889,300000,-1,414879,未知,Mini Program,551000000,2167.1,Dried Groceries,-1,C,Consigner,1595900,9.14309,0.997141,23139766,43.34177,0.991326,0,4,5,0,6,0,2,256.15858058802274,107.26414159528828,83.80393880479427,163.30068855149273,0.6,0.4666666666666667,0.2442307692307692,0.5474358974358975
1260,2,1,0,121.405,4,268,72968,54214,-1,-30369,Damage,Vendor Consultation,3287000,1142.11,Alcohol,0,C,Consigner,385001,69.04267,0.934981,85917,93.56326,0.851888,1,6,0,0,6,0,2,60.02737754693536,130.15540902762945,0.0,0.0,0.1592356687898089,0.2727272727272727,0.0,0.0
1261,2,0,0,663.124,246,117,93355,61081,-1,427843,未知,Internal Software,28715,1144.74,Miscellaneous Goods,-1,B,Consigner,571800,49.23448,0.990218,303203,47.41861,0.967379,0,2,14,0,2,0,2,87.28839398654806,66.62484724143525,2.7815951011409306,86.98590280904715,0.1666666666666666,0.0689655172413793,0.0,0.0
1262,2,0,0,202.888,32,94,210611,150268,-1,427862,Damage,Call,35322,341.76,Miscellaneous Goods,0,B,Consigner,107746,20.88676,0.937165,161048,3.366541,0.931518,1,0,14,0,2,0,2,57.76408111082597,36.228085028893005,1.153778383114904,233.0452549697085,0.1666666666666666,0.25,1.0,0.2
1263,2,1,0,1036.578,13,179,220816,339894,-1,427836,Pickup Error,Complaint,-67683,729.75,Furniture,0,C,Consigner,386,81.16014,0.991763,4598,15.72426,0.983076,3,1,8,0,0,0,2,117.72169897217258,49.485349035609424,6.220126996344044,47.92933630975572,0.2748538011695906,0.17578125,0.0,0.0
1264,3,0,0,292.296,7,83,183889,82651,-1,427862,未知,Call,-50840,1589.73,Household Goods,0,B,Receiver,1403466,24.48816,0.968983,424171,17.88053,0.933724,0,0,11,1,0,0,2,41.37467782828752,65.91514331433044,83.80393880479427,0.0,0.0597014925373134,0.1290322580645161,0.2442307692307692,0.0
1265,2,1,0,0.0,127,13,142016,17506,1,52549,Pickup Error,Call,243371,214.01,Pharmaceuticals,0,C,Consigner,953644,59.66961,0.999289,987907,2.673668,0.989794,3,0,15,0,4,0,2,59.84735359218162,58.69138621086622,,0.0,0.1397849462365591,0.0909090909090909,,0.0
1266,2,0,0,42.835,253,102,183889,183090,-1,159855,Suspected Lost,,559385,662.1,Hardware,0,B,Unknown,199969,29.58765,0.890714,129174,38.47757,0.998037,5,5,9,3,5,0,2,63.03159537877947,127.44248338763862,83.80393880479427,0.0,0.1228070175438596,0.1789473684210526,0.2442307692307692,0.0
1267,2,1,0,70.472,115,246,198779,300000,-1,427864,未知,Call,654000000,3691.15,Pharmaceuticals,-1,B,Consigner,128000000,11.07242,0.959662,60861849,55.57655,0.911151,0,0,15,0,6,0,2,111.8825499384886,81.33591719373736,61.50996322773379,163.30068855149273,0.4285714285714285,0.4318181818181818,0.1714285714285714,0.5474358974358975
1268,3,1,0,12.339,42,2,38088,412805,-1,427859,未知,Internal Software,-21311,318.48,Miscellaneous Goods,-1,B,Consigner,3492,16.90518,0.988223,118025,4.172741,0.9583,0,2,14,0,0,0,2,106.19017586084024,93.3192184944359,189.4617954933584,13.281783842786488,0.145631067961165,0.1111111111111111,0.3333333333333333,0.4
1269,2,0,0,461.685,63,164,154241,130894,1,427861,Damage,Call,2740264,2096.3,"Apparel, Footwear & Accessories",0,B,Consigner,2293,107.7735,0.996663,39757,138.0223,0.980387,1,0,1,0,6,0,2,87.51932180035882,49.08316346381199,0.0,0.0,0.2022471910112359,0.1458333333333333,0.0,0.0
1270,2,0,0,737.348,1,98,21470,273280,-1,-111315,Damage,Call,1152785,462.96,Appliances,0,B,Unknown,168200,20.69062,0.96817,70147,69.92419,0.973087,1,0,2,3,6,0,2,69.06443164317325,65.32592348952949,,71.92178301093355,0.1802721088435374,0.0638297872340425,,0.0
